sample_num,timestamp_ms,acc_x(g),acc_y(g),acc_z(g),gyro_x(LSB),gyro_y(LSB),gyro_z(LSB)
27,2649,0.157607,-1.041625,1.608077,6770.42,1228.37,-30.08
28,2749,0.178328,-1.024081,1.604311,1999.40,-841.65,227.90
29,2849,0.230694,-1.020577,1.672228,876.39,4758.34,2136.89
30,2949,0.221170,-1.006265,1.662630,607.39,2064.34,-1694.11
31,3059,0.197420,-1.006037,1.658591,2504.40,2839.35,429.90
32,3159,0.200670,-1.005313,1.660230,2434.40,2997.35,245.90
33,3259,0.170620,-0.992887,1.645767,1957.40,2693.35,30.90
34,3359,0.171883,-0.993458,1.641145,2263.38,2276.33,301.88
35,3469,0.173122,-0.990648,1.639065,2065.39,2255.34,262.89
36,3569,0.176977,-0.989687,1.638451,2059.39,2234.34,323.89
37,3669,0.182267,-0.987845,1.637380,2064.39,2268.34,453.89
38,3769,0.185409,-0.986956,1.636634,2010.39,2250.34,354.89
39,3879,0.185499,-0.983528,1.638052,2035.40,2249.35,241.90
40,3979,0.188449,-0.982683,1.637681,2055.39,2191.34,205.89
41,4079,0.190902,-0.982367,1.636652,2049.40,2296.35,348.90
42,4189,0.191376,-0.982410,1.635357,2063.39,2273.34,224.89
43,4289,0.191174,-0.981861,1.634969,2077.38,2257.33,248.88
44,4389,0.191167,-0.981394,1.634988,2068.39,2249.34,214.89
45,4489,0.192517,-0.981583,1.634601,2065.39,2256.34,279.89
46,4589,0.190789,-0.981909,1.634456,2004.39,2178.34,73.89
47,4699,0.189943,-0.981380,1.633654,2070.39,2271.34,363.89
48,4799,0.190249,-0.981571,1.633980,2055.39,2259.34,261.89
49,4899,0.191791,-0.981551,1.633690,2077.40,2200.35,318.90
50,4999,0.192388,-0.980764,1.633333,2025.38,2226.33,316.88
1,0,0.026967,-0.145695,1.095264,2256.39,2618.34,292.89
2,99,0.051976,-0.268895,1.176623,2013.41,2017.36,542.91
3,199,0.076823,-0.376966,1.247591,2183.40,2171.35,482.90
4,299,0.094793,-0.468204,1.303849,2205.40,2247.35,325.90
5,399,0.105362,-0.544950,1.350826,2454.39,2111.34,479.89
6,499,0.115481,-0.614286,1.398649,3643.40,1670.35,1686.90
7,599,0.131113,-0.669212,1.432834,6120.39,1939.34,904.89
8,699,0.141305,-0.731994,1.481245,7699.39,-710.66,1708.89
9,799,0.183387,-0.689612,1.511702,8939.41,-3922.64,-191.09
10,899,0.199124,-0.645513,1.615300,883.40,10751.35,-1454.10
11,1009,0.193457,-0.685116,1.659084,4698.40,8506.35,-630.10
12,1109,0.165624,-0.677946,1.591692,5535.40,3579.35,-3275.10
13,1209,0.146324,-0.657826,1.519302,-3223.59,1806.36,-3115.09
14,1309,0.120673,-0.671796,1.477016,-5940.59,2687.36,-2482.09
15,1419,0.079734,-0.721080,1.465352,-7725.60,-2140.65,-5030.10
16,1519,0.069161,-0.781428,1.477080,-8404.60,-1643.65,-1705.10
17,1619,0.086907,-0.839023,1.490474,-4900.61,2078.34,-327.11
18,1719,0.098861,-0.900997,1.510281,-3619.59,-1733.64,-623.09
19,1829,0.097339,-0.964899,1.526165,-1133.58,551.37,948.92
20,1929,0.116261,-1.027859,1.547431,1232.40,-280.65,1157.90
21,2029,0.134266,-1.078940,1.558438,5163.40,-902.65,1599.90
22,2139,0.154277,-1.109412,1.574276,7828.42,-703.63,1946.92
23,2239,0.197947,-1.134252,1.589570,7714.42,-878.63,657.92
24,2339,0.215712,-1.136726,1.602020,6713.42,3390.37,-389.08
25,2439,0.213545,-1.130533,1.611578,4418.41,2206.36,-2105.09
26,2539,0.214248,-1.105367,1.602636,4416.41,-1482.64,-1101.09
27,2649,0.223324,-1.102542,1.626182,3353.41,8532.36,2317.91
28,2749,0.224373,-1.100745,1.654253,2503.42,3859.37,-1513.08
29,2849,0.211294,-1.082317,1.653393,1603.42,2593.37,-538.08
30,2949,0.218469,-1.071743,1.648690,2083.41,2343.36,70.91
31,3059,0.222005,-1.058526,1.647548,2066.42,2291.37,213.92
32,3159,0.226328,-1.050807,1.645607,2095.41,2272.36,245.91
33,3259,0.228281,-1.042361,1.642968,2100.40,2270.35,210.90
34,3359,0.226718,-1.033661,1.642153,2052.40,2248.35,186.90
35,3469,0.224604,-1.027364,1.639996,2052.42,2257.37,221.92
36,3569,0.224473,-1.023074,1.637650,2071.43,2244.38,285.93
37,3669,0.223355,-1.019263,1.636901,2071.44,2260.39,238.94
38,3769,0.220371,-1.015145,1.636008,2045.41,2241.36,253.91
39,3879,0.219208,-1.012230,1.635011,2047.42,2234.37,307.92
40,3979,0.219556,-1.009039,1.634602,2045.40,2197.35,332.90
41,4079,0.222214,-1.006106,1.633614,2049.40,2199.35,347.90
42,4189,0.224400,-1.003852,1.633727,2046.40,2239.35,259.90
43,4289,0.226496,-1.001954,1.633364,2054.40,2236.35,268.90
44,4389,0.226813,-1.000267,1.633111,2037.40,2258.35,250.90
45,4489,0.226862,-0.998925,1.633244,2047.41,2216.36,290.91
46,4589,0.226593,-0.997656,1.633284,2031.40,2242.35,277.90
47,4699,0.226163,-0.996651,1.632439,2038.41,2236.36,265.91
48,4799,0.225908,-0.995924,1.632673,2048.42,2230.37,291.92
49,4899,0.225672,-0.995289,1.632341,2052.41,2229.36,253.91
50,4999,0.225142,-0.994492,1.632461,2039.42,2241.37,215.92
1,0,0.025319,-0.144706,1.095448,2047.41,2191.36,210.91
2,99,0.047719,-0.267432,1.176138,2151.41,2382.36,185.91
3,199,0.065349,-0.375045,1.248607,2287.40,2543.35,253.90
4,299,0.089289,-0.469702,1.310591,3332.40,3647.35,508.90
5,399,0.098871,-0.538661,1.364632,3917.41,4690.36,-47.09
6,499,0.097604,-0.596251,1.412287,4503.40,4376.35,642.90
7,599,0.129761,-0.637640,1.399511,3138.41,6312.36,-1458.09
8,699,0.072041,-0.663904,1.417838,5380.40,8505.35,-1011.10
9,799,0.003369,-0.690788,1.449438,4159.40,-3508.65,1912.90
10,899,-0.011532,-0.699246,1.425560,3998.41,-13183.64,2608.91
11,1009,0.073982,-0.665970,1.391091,6642.42,2019.37,1014.92
12,1109,0.115505,-0.664876,1.441717,1683.41,3082.36,1741.91
13,1209,0.169001,-0.695111,1.573538,7169.42,-33.63,-665.08
14,1309,0.208521,-0.655826,1.610512,11770.41,6785.36,-5431.09
15,1419,0.195641,-0.620567,1.582010,982.41,4879.36,-5224.09
16,1519,0.159478,-0.612020,1.548408,-1405.60,14006.35,839.90
17,1619,0.139508,-0.612408,1.482383,-6825.58,11223.37,-3313.08
18,1719,0.102830,-0.649945,1.447630,-8869.59,7504.36,-4722.09
19,1829,0.053381,-0.699284,1.435174,-9703.59,2552.36,-3010.09
20,1929,0.016512,-0.763340,1.438264,-8274.57,1504.38,-724.07
21,2029,-0.005872,-0.829123,1.444791,-6251.57,-993.62,-2560.07
22,2139,-0.019332,-0.888846,1.444571,-4805.58,-2063.63,-2761.08
23,2239,-0.025573,-0.964843,1.461999,-4065.58,-601.63,-1847.08
24,2339,-0.031812,-1.049070,1.471539,-945.58,-2870.63,-309.08
25,2439,-0.020489,-1.135256,1.497537,3401.41,-186.64,-585.09
26,2539,-0.012915,-1.196759,1.499275,7794.42,-1019.63,-2422.08
27,2649,0.049461,-1.206537,1.496980,12707.43,-4344.62,-459.07
28,2749,-0.019320,-1.299516,1.636002,6603.44,-662.61,823.94
29,2849,-0.060865,-1.351193,1.728884,7391.44,-2263.61,639.94
30,2949,0.002826,-1.311256,1.694107,8048.43,1732.38,-112.07
31,3059,0.067108,-1.260445,1.673647,5272.43,1339.38,851.93
32,3159,0.107539,-1.231281,1.656585,5874.45,1417.40,574.95
33,3259,0.163255,-1.185051,1.652392,5077.43,1784.38,1161.93
34,3359,0.179065,-1.147056,1.657452,4261.43,2862.38,242.93
35,3469,0.206163,-1.104341,1.654190,2380.43,1968.38,392.93
36,3569,0.226028,-1.078561,1.648543,2685.44,2355.39,14.94
37,3669,0.238903,-1.047293,1.645556,3085.41,2219.36,-232.09
38,3769,0.249097,-1.022032,1.645965,2063.44,2392.39,374.94
39,3879,0.251701,-1.000671,1.644170,2039.42,2307.37,881.92
40,3979,0.259297,-0.980884,1.644146,2038.42,2267.37,462.92
41,4079,0.267439,-0.963479,1.640335,1816.43,2425.38,108.93
42,4189,0.269122,-0.951908,1.641417,1845.42,2214.37,-357.08
43,4289,0.274966,-0.938190,1.637631,1610.44,2305.39,116.94
44,4389,0.280043,-0.929058,1.633845,1769.41,2248.36,261.91
45,4489,0.279396,-0.921240,1.633685,1604.44,2118.39,-111.06
46,4589,0.276704,-0.917341,1.633110,1524.43,2122.38,483.93
47,4699,0.276266,-0.916389,1.633811,1577.43,2042.38,193.93
48,4799,0.277779,-0.915397,1.634663,1462.43,2251.38,287.93
49,4899,0.278680,-0.916769,1.632733,1940.43,2295.38,228.93
50,4999,0.278165,-0.916635,1.632483,2112.42,2241.37,254.92
1,0,0.031399,-0.148533,1.095118,2043.42,2253.37,226.92
2,99,0.057282,-0.274585,1.175199,2060.41,2200.36,300.91
3,199,0.080180,-0.381747,1.243543,2000.43,2264.38,373.93
4,299,0.115024,-0.474098,1.304895,2232.42,2256.37,622.92
5,399,0.119080,-0.549941,1.353015,2256.42,2431.37,402.92
6,499,0.144464,-0.642387,1.400107,1946.42,2226.37,2714.92
7,599,0.156940,-0.696246,1.453574,5093.44,3266.39,-997.06
8,699,0.161978,-0.733073,1.453099,1131.42,4506.37,143.92
9,799,0.150843,-0.757985,1.477927,3948.43,5850.38,-167.07
10,899,0.050832,-0.807322,1.465540,4705.42,805.37,622.92
11,1009,0.044301,-0.787498,1.409089,5570.40,1715.35,-1252.10
12,1109,0.099523,-0.810142,1.476883,6196.42,-4335.63,33.92
13,1209,0.104165,-0.790608,1.501659,3857.43,1541.38,-1078.07
14,1309,0.140428,-0.788250,1.539399,3837.41,3507.36,-613.09
15,1419,0.161584,-0.783957,1.634979,10439.43,5047.38,16.93
16,1519,0.136702,-0.689396,1.679254,14271.42,2813.37,-2602.08
17,1619,0.114691,-0.613340,1.630846,3895.42,7400.37,-95.08
18,1719,0.125352,-0.620635,1.565932,-1998.58,17884.37,-476.08
19,1829,0.113687,-0.629381,1.499640,-3379.58,4288.37,-6380.08
20,1929,0.067645,-0.645549,1.454206,-5894.56,3170.39,-5138.06
21,2029,0.015032,-0.683205,1.439353,-8178.58,580.37,-2165.08
22,2139,-0.007624,-0.738174,1.459853,-6680.56,99.39,-907.06
23,2239,-0.027322,-0.789494,1.482532,-2931.58,1123.37,-2496.08
24,2339,-0.056131,-0.829436,1.486100,-2543.56,1095.39,225.94
25,2439,-0.063993,-0.863697,1.480178,-2682.56,1009.39,1.94
26,2539,-0.070328,-0.905234,1.479905,-3722.56,-1715.61,-506.06
27,2649,-0.072159,-0.961102,1.501042,-2344.55,-2853.60,-899.05
28,2749,-0.050316,-1.027982,1.519118,1498.42,-4068.63,-582.08
29,2849,-0.022118,-1.083109,1.532944,3872.43,-2440.62,627.93
30,2949,-0.005804,-1.133500,1.558759,6889.43,-415.62,-326.07
31,3059,-0.001109,-1.141451,1.551369,8447.45,1937.40,1170.95
32,3159,0.031903,-1.137260,1.546918,4755.43,-1716.62,867.93
33,3259,0.067214,-1.137359,1.558515,6583.43,2612.38,1171.93
34,3359,0.095855,-1.118840,1.565773,5374.44,2936.39,1808.94
35,3469,0.129539,-1.095940,1.579962,4142.44,6034.39,1633.94
36,3569,0.150003,-1.084037,1.587225,2427.43,2943.38,327.93
37,3669,0.154251,-1.066411,1.593308,1544.45,1301.40,341.95
38,3769,0.167145,-1.056429,1.599412,1221.43,507.38,152.93
39,3879,0.198704,-1.041883,1.618296,2002.43,1872.38,1964.93
40,3979,0.206010,-1.038839,1.614939,2104.43,2277.38,852.93
41,4079,0.218190,-1.035867,1.610657,2136.44,2784.39,99.94
42,4189,0.217063,-1.026841,1.615752,1867.44,2107.39,321.94
43,4289,0.220462,-1.022464,1.619239,1957.44,2107.39,580.94
